ID	Title	Keywords	Orders	ground_text
838	子陌春秋装新款文艺小清新纯棉长袖修身显瘦大码连衣裙搭配抽绳品质撞色	搭配;抽绳;品质;撞色	1;0;2;3	复古文艺风,高腰抽绳设计,搭配大方口袋,彰显品质感,用柔软的撞色编制,在衣扣处,丰富视觉层次感,暗暗涌动静谧展现尘埃落定的优雅。
839	【芥末原创】檀弓/针织垂感斜襟设计立体分割垮裤哈伦裤女个性潮纯黑色松紧斜门襟半	纯黑色;松紧;斜门襟;半	1;3;2;0	裤子的要不并没有采用完全的松紧设计,反倒别出心裁的选用了半松紧,穿脱更加自如,没有勒的感觉。在门襟的设计上,改变了传统的正式门襟样式,采用斜门襟,为裤子的整体感觉多了几分洒脱与个性,穿在身上充满了不羁感。纯黑色的简单配色,加上设计利落流畅的裤子线条,为裤子增添不少帅气感。
840	秋冬新款工装风格个性带帽夹棉马甲面包马夹背心小棉质填充	小;棉质;填充	1;0;2	这款棉质
841	[秒杀]初语春装t恤女小衫修身大码小清新休闲打底衫上衣绿色廓形纯棉	绿色;廓形;纯棉	1;2;0	宽松廓形,纯棉质地,非常舒适,绿色的小树和绿荫静静的落在身上,结合时尚的拼接工艺,带来清新自然的感觉
842	秒杀款不支持退换货欧美街头时尚显瘦一粒扣保暖长款呢子大衣女直筒廓形驼色	直筒;廓形;驼色	2;0;1	两个色各有千秋;一个是经典的驼色;大气低调内敛;一个是今年最流行的颜色之一;无论走到哪里都是亮点;款式上还是坚持简约风;稍微宽松的直筒廓形。《欧范小姐》:时尚编辑simple
843	伊布都新款冬装前襟兔毛装饰连帽收腰中长羽绒服全新舒爽透气吸湿	全新;舒爽;透气;吸湿	1;3;2;0	展现出你独特的不凡气质,舒爽柔软,吸湿透气的面料,带来全新的穿着体验。
844	简珍妮秋冬装新款羊毛呢大衣女气质优雅中长款格子毛呢外套格子毛呢纯色元素	格子;毛呢;纯色;元素	2;1;0;3	优雅的纯色毛呢与流行的格子元素相互结合,不仅充满了复古韵味,更添一份柔美时尚的味道
845	【清仓特卖】型格实穿纯棉格子休闲西装外套格子有型纯棉	格子;有型;纯棉	0;1;2	格子西装透着男友味道,是塑造中性风格的最佳单品;垫肩设计让肩部线条更流畅,很有型格的一款休闲西服。纯棉布料舒适、简约又有型,大方典雅、略带复
846	/吉普正品男装冬款大码保暖白鸭绒立领休闲羽绒服双层罗纹竖领	双层;罗纹;竖领	2;0;1	时尚竖领的羽绒服,休闲简约,充分展现你的无限魅力,时尚个性的拉链,满满的青春气息,双层罗纹袖口设计,任何场合的百搭风格,无论是办公还是商旅都能随心展示自己。
847	哈吉斯韩版修身男士棉衣版型亮色连帽	版型;亮色;连帽	2;1;0	时尚都市范连帽羽绒服,阳光活力的亮色版型,高贵奢华的风格设计,尽显街头型男魅力。
848	你好熊猫设计潮牌女星星棒球衫棉服外套曲线印花星星	曲线;印花;星星	2;1;0	这款棒球服,满满的都是少女的活力感,处处张扬出个性不羁的魅力。星星印花,修饰衣面,凸显出个性潮流的感觉,令人感受到浓浓的活力感觉。拼接设计,有着极强的视觉效果,让你更显抢眼。别致领子,修饰颈部曲线,更显时尚气质,令人眼前一亮。
849	摩安珂冬季翻领斗篷式双排扣女士大衣欧美复古中长款呢外套廓型剪裁斗篷式	廓型;剪裁;斗篷式	2;0;1	时下流行的斗篷式呢大衣,大气而凌厉的廓型,将摩登强势气场展露无遗;圆肩剪裁,包容多种身形;复古双排扣,提升造型指数。本内容来自《巴黎购》站点
850	圣迪奥毛绒领拼接毛呢大衣专柜毛绒领毛呢新品	专柜;毛绒领;毛呢;新品	3;0;1;2	【【冬装新品】sdeer圣迪奥专柜正品女装毛绒领拼接毛呢大衣448】这个宝贝很赞,值得推荐。
851	歌力思复古毛呢外套优雅翻领奢华风衣秋冬款大翻领搭配花朵	大翻领;搭配;花朵	0;1;2	复古小香风风衣外套,优雅的大翻领设计搭配花朵胸针,复古优雅随之而来。
852	壹潮堂欧洲站秋冬高端女士风衣潮时尚半袖红色修身裙摆中长款翻领高档弧度图案	翻领;高档;弧度;图案	0;2;1;3	个性翻领的设计,优雅淑女,尽显女性脖颈弧度,高档面料配以精致的迷彩图案设计,体现品牌质感
853	男士冬季棒球衫夹克式棉衣潮牌人物印花学院风棉服香港镶嵌印花红色	镶嵌;印花;红色	2;1;0	大面积的红色印花工艺运用于棒球衫上,视觉上带来不同寻常的新鲜感,镶嵌印花灵感来源于俄罗斯tatoo个性十足,演绎冬季色彩life。
854	【秒杀】冬装新款女装撞色收腰修身荷叶边毛呢外套女冬翻领撞色装点可卸	翻领;撞色;装点;可卸	1;0;3;2	专属艺术殿堂的精美串珠,清新透亮的太阳花,灵气立现,名媛专属的精致细节;复古撞色翻领,精美钻扣点缀领尖,巧心思的可卸设计,装点一季的清丽淡雅
855	【秒杀】冬装新款女装复古撞色修身羽绒衣女羽绒服外套冬大牌撞色绒大翻领	大牌;撞色;绒;大翻领	1;3;0;2	魅力撞色肌理面料,打造英伦式大翻领,独具大牌设计感,演绎独一无二的名媛大气风范,优雅质感让人深深着迷;精选顶级北方白鸭腹绒,超高等级的含绒量
856	初语秋冬小脚运动裤女显瘦修身运动哈伦裤加厚卫衣裤长裤版型松紧抽绳小哈伦	版型;松紧;抽绳;小哈伦	1;2;3;0	腰间松紧抽绳的方式,配上宽松帅气的小哈伦,版型穿起来非常的舒适,又很易搭。本内容来自《巴黎购》站点--编辑部:kiko
857	云思木想民族风半高领美丽诺羊毛打底长袖套头毛衣半高领撞色提亮肤色	半高领;撞色;提亮肤色	0;1;2	经典半高领,舒适自然服帖,优雅撞色设计可提亮肤色。本内容来自《巴黎购》站点--编辑部:cindy
858	季男装休闲工装多袋针织夹克外套分割线翻盖有型立体	分割线;翻盖;有型;立体	1;0;3;2	胸前设有两边对称的实用翻盖口袋,并在其下方与后背连贯着低调分割线,打造立体有型的上身效果。门襟上点缀着与整体色调相呼应的质感纽扣,更显精致干练。
859	设计潮牌冬装毛晴拼接款羽绒服男加厚外套加绒新款潮羽绒贴袋小翻领固定	羽绒;贴袋;小翻领;固定	2;3;0;1	小翻领的形式显得领部一点都不厚重,干净利落很有精神,衣身装饰线固定羽绒,羽绒更加均匀,贴袋式的口袋设计,具有装饰感。
860	设计潮牌冬装绣花摇粒绒羽绒服男加厚外套加绒定位搭配加厚	定位;搭配;加厚	2;0;1	时尚加厚外套,整体设计协调而精致,颠覆传统,个性十足,定位于高品质,无论怎么搭配都显独特。
861	卡米兰秋装新款女百搭打底衫欧美高端修身显瘦高领羊毛衫针织高领搭配纯色	针织;高领;搭配;纯色	1;3;0;2	领口采用高领设计,充满了优雅知性的气质,纯色的针织面料,映衬出白皙娇嫩的肌肤,触感柔软细腻,简约的款式,穿起来休闲大方,很容易搭配。
862	英伦修身型男士针织毛衣豹纹黑点撞色潮牌圆领套头线衣元素豹纹大小眼球	元素;豹纹;大小;眼球	0;1;3;2	经典是永不过时的元素,不张扬却有个性的豹纹登场,依旧夺人眼球,错落有致的豹纹大小设计富有层次感,展露别具一格的休闲时尚!
863	清仓(xl码)现货羽绒服女中长款加厚斗篷大毛领浅蓝色超大粉蓝公主	超大;粉蓝;公主	0;1;2	超大貉子毛领羽绒服,清新淡雅的粉蓝,甜美温暖的款式,穿起来有一种公主的气质,温暖美丽的感觉不能自己。本内容来自《巴黎购》站点--编辑部:kiko
864	未来感拼接口袋装饰大衣下摆银色黑色拼皮	下摆;银色;黑色;拼皮	1;2;0;3	熊黛林t台秀同款银色水洗皮革拼接黑色皮革下摆,醒目的银色拼皮口袋,配合腰部抽拉绳的设计,立现完美腰身,而内里黑色毛皮的材质也相当适宜冬季穿着,实穿性与时尚性俱佳。
865	诠渡良品潮牌春秋卫衣男士装棒球服领休闲外套开衫印花街头修身印花立体版型	修身;印花;立体;版型	1;2;0;3	青春流行时尚印花卫衣,立体修身裁剪的版型,阳光帅气的运动范设计,街头潮流感十足。
866	大减价字母连帽长袖卫衣女装字母抽绳图案连帽	字母;抽绳;图案;连帽	0;2;1;3	让卫衣帮你表达,"mercibien"字母图案,抽绳连帽,质地轻盈。舒适温暖,适合居家穿着。
867	大减价披肩领系带长袖针织开衫女装针织披肩领系带	针织;披肩领;系带	0;1;2	清早起床可能会让你感觉寒意又昏昏沉沉,这款超级舒适的针织开衫帮你避免这些不适感。披肩领,腰部系带,冬季必备款。---【穿搭小站】richer
868	冬装新款女装红色长款毛呢外套修身羊毛呢子大衣女翻领橘红色肤色	翻领;橘红色;肤色	0;1;2	大气翻领设计,优化上身线条,彰显大气唯美范儿,橘红色设计,衬托肤色的白皙,凸显热情活力感,整体的设计是简约的风格,散发出大气欧美范儿。
869	秋冬女士西装马甲短款英伦帅气毛呢背心无袖外套复古修身马夹呢子装点纯色单排扣	呢子;装点;纯色;单排扣	3;2;1;0	简约单排扣的设计,在方便穿脱之余也提升了衣身的设计感,衬托出知性干练的气质。纯色设计总是能轻松展示优雅女性的魅力,它精致得体,落落大方,成为不可或缺的一种美丽,装点女性的生活。呢子的面料柔软,细腻的触感带来舒适的穿着体验,让你的冬日远离臃肿感。
870	忆旧棉麻记亚麻复古单排扣外套女巫师帽长袖文艺宽松风衣长袍子双层全棉单排扣内衬	双层;全棉;单排扣;内衬	2;0;3;1	这件麻复古单排扣外套的工艺延续棉麻记一贯的精细做工,双层设计、内衬全棉里布。即使是加里也采用干净的工艺制作方式,绝对不是粗糙烂制可以比拟的。衣服两侧还有超级实用的口袋,方便携带随身物品。喜欢独特的mm们,这款衣服一定会是你的钟爱。
871	初语修身黑色小脚裤拼接长裤舒适棉修身纤维弹性	舒适棉;修身;纤维;弹性	0;3;2;1	舒适棉,加入一点弹性纤维,即便是修身的裤子,也要有舒服的空间感,身体才会喜欢。本内容来自《巴黎购》站点--编辑部:kiko
872	amurs/爱缪斯中老年男士纯羊毛短款羽绒服秋冬翻领白鸭绒外套白羊毛填充弹性	白;羊毛;填充;弹性	1;3;2;0	百分百羊毛面料,质地柔软富有弹性,颜色纯正,光泽自然柔和,质地精致细腻,呢面丰满,手感温和,填充高品质白羊毛,生态健康,御寒性强。
873	花园派对冬装韩版修身毛呢外套女修身新款显瘦	修身;新款;显瘦	1;0;2	冬季新款,帅气西装领,韩版时尚,修身显瘦。本内容来自《巴黎购》站点--编辑部:cindy
874	牛仔裤男小脚韩版收脚哈伦裤男士日系修身束脚裤潮男垮裤修身版型束脚	修身;版型;束脚	2;0;1	束脚哈伦总是充满一种清新与复古结合的日系情怀,微低裆设计体现不流俗的潮酷感,修身版型具备更好的彰显性,做工精致,有古朴的质感。
875	冬装名媛格子外套抹胸连体长裤两件套套装格子高端元素翘臀	格子;高端;元素;翘臀	0;2;3;1	格子元素的运用非常出彩,从西装外套到连体裤,处处展现格子的独特魅力,宽状腰带落落大方,使性感翘臀一览无遗,精致面料,完美的细节打造,向高端工
876	青春都市特供领饰拼接修身连衣裙娃娃领针织减龄薄	娃娃领;针织;减龄;薄	0;2;1;3	可爱的娃娃领,已经够减龄了,设计师还把面料换做针织的,更不用说是多么娃娃系了。针织面料很薄,夏天也能穿的型。
877	冬装新品芊艾时尚大码女装胖mm显瘦迷彩圆领长袖t恤有型搭配显瘦	有型;搭配;显瘦	1;2;0	英姿飒爽的迷彩结合利落的造型可以随意搭配下着显瘦有型大胆选用迷彩结合到连身裙与卫衣上与众不同。<br/>
878	【惠】秋壳秋冬复古搭学院风帅气马甲背心女版型短款搭配	版型;短款;搭配	0;1;2	这款马甲是复古简约的风格,工装的版型,大气时尚,短款的样式很有范儿,搭配针织衣或者卫衣都不错,值得入手。
879	.玛丝菲尔素品牌女装冬季新款时尚纯色针织衫暗色系针织透气吸汗	暗色系;针织;透气;吸汗	0;1;3;2	暗色系的设计,更加能衬托女性白皙的肌肤,针织的面料,吸汗透气,穿在身上享受不一样的舒适。
880	冬季女装时尚休闲条纹修身毛织连衣裙修身圆领新款显瘦	修身;圆领;新款;显瘦	2;0;3;1	冬季新款,修身显瘦,简约圆领,穿着舒适,时尚百搭。本内容来自《巴黎购》站点--编辑部:cindy11
881	宝姿摩登古典羊毛手工绣珠修身连衣裙版型圆形立体丝	版型;圆形;立体;丝	2;0;1;3	这款连衣裙很有设计感,立体的版型,既不会过于宽松笨重,也不会太紧绷,将身材修饰的刚刚好。圆形领口,精致时尚的手工绣珠点缀,尽显淑女优雅风,同时又带着一丝性感与时尚。经典的色彩,百搭不过时,穿在身上很显气质,温柔又知性。
882	桑妮库拉/女式棉麻水手领罩衫（无围巾）棉麻版型水手领	棉麻;版型;水手领	1;2;0	舒适柔软的设计,简约大方,舒适的版型设计,靓丽帅气,水手领设计,展现知性优雅,有效修饰颈部线条,优质的棉麻面料设计,穿着舒适自然,秀出你的魅力。
883	浮夸独家设计复古气质画报文艺中袖改良旗袍连衣裙印花亲肤眼球	印花;亲肤;眼球	0;1;2	fukcup独家设计,精美复古画报女郎印花,超级文艺范的改良旗袍连衣裙。府绸面料越穿越舒适,随着洗涤穿着次数增加,面料更加柔软亲肤,是府绸特有的性能。出席任何酒会,逛街,都能让您吸尽眼球。
884	/卡汶秋冬品牌时尚西装领百搭千鸟格黑白提花大衣外套女翻领黑白色廓形剪裁	翻领;黑白色;廓形;剪裁	1;3;0;2	黑白色千鸟格提花设计,展现女性的高贵典雅,打造经典时尚范儿,利落剪裁的翻领设计,提升气质,彰显成熟女性的干练知性感,整体挺括廓形,更显成熟时髦感。
885	蜡采冬装新款原创设计优雅纯色不规则领短袖开衫外套女木清香细	木;清香;细	0;1;2	漫步在万木从中,头上是蓝蓝的天空,脚下踩着小草,一股清香扑面而来是自然的气息,是恬适的味道。微风拂过,轻轻的拍打在耳边,细语搬的温柔,自然之美,美之自然。
886	&.秋季款长袖翻领荧光镶边点缀女士衬衣个性时尚简约衬衫荧光流线型剪裁镶边	荧光;流线型;剪裁;镶边	0;3;1;2	清新别致的门襟设计,荧光镶边点缀,提升时尚度;流线型剪裁衣摆,令穿着更具活力风范~
887	巴贝男装夏款中年男士休闲桑蚕丝短袖衬衫翻领小格纹修身显年轻搭配直筒	修身;显年轻;搭配;直筒	2;0;3;1	本款属于比较轻松休闲的款式,搭配一件修身的直筒休闲裤或者简约的西装直筒裤,都能够更好的迎合本款衬衫带来的那种成熟的感觉,穿着更显年轻时尚。
888	长袖秋冬羊毛连衣裙女新款大码女装修身欧美秋裙子维珈专柜搭配不起球羊毛保暖	搭配;不起球;羊毛;保暖	3;1;0;2	秋冬保暖利器,手感丰盈柔软,不起球,搭配设计的羊毛连衣裙,全网最靓的小香风款式就在这里了。。
889	【会员购】魅缇新款冬装欧洲站潮圆领休闲拼接羽绒服女修身版型收腰	修身;版型;收腰	0;1;2	简约修身版型,优雅的轮空我,收腰设计,展现完美曲线。本内容来自《巴黎购》站点--编辑部:kira
890	男装修身牛仔衬衫上衣波点长袖衬衣男撞色胸袋波点净色	撞色;胸袋;波点;净色	2;3;0;1	波点与净色袖子拼接,时尚优雅大方,撞色胸袋设计,则为衣服增添了休闲、别致的感觉!
891	百图冬装新款撞色拼接中长款女西装翻领撞色中长款	翻领;撞色;中长款	2;1;0	中长款西装,穿上很正式又不失时尚感。显眼的撞色翻领,非常新颖的设计。柔软的面料,穿上有舒适的感觉。
892	长袖拉链绿色短外套卡通枕头领简约宽松潮上衣减龄图案枕头领	减龄;图案;枕头领	2;1;0	简约实用的外套,加入独特的枕头领,方便在旅行的时候穿着,给你舒适的午休体验,质感细腻的面料,穿着舒适大方,卡通图案,极具减龄气息。
893	【聚】诺力米特秋冬新款娃娃领上衣镂空蕾丝衫打底衫娃娃领镂空大牌品质	娃娃领;镂空;大牌;品质	0;1;2;3	款娃娃领上衣,镂空蕾丝衫打底衫,个性十足,精致独特,精选优质面料,大牌品质。本内容来自《巴黎购》站点--编辑部:lucie提供!
894	red．p．g新款男士格子衬衣修身时尚休闲上衣拼接长袖衬衫潮修身廓形图案	修身;廓形;图案	0;1;2	修身简约的基础廓形辅以价格图案的创意设计,凸显低掉简约的英伦潮感。
895	多彩男款长袖拉链帽衫美式街头运动卫衣休闲外套变形的保暖御寒	变形的;保暖;御寒	1;2;0	非常暖和舒适的一款面料,摸在手里就知道的舒适感,很好的上身效果,很好的保暖御寒性能,最适合喜欢户外运动的朋友了,非常好的运动性能,让你的运动更加事半功倍的效果,不用担心会变形的问题哦。
896	花中央欧美风风秋冬装妮子长款宽松毛呢子外套尼大衣大码褶边蝴蝶结大红色艳丽	褶边;蝴蝶结;大红色;艳丽	0;1;3;2	树影斑驳,衣料柔软,裙角飞扬。褶边,蝴蝶结,艳丽的大红色,一切女性化的细节丰富着浪漫时光。在最美的时节里,用最美的自己留住最美的回忆。。。本内容来自《巴黎购》站点--编辑部:kiko11
897	女装时尚休闲修身长裤搭配外穿显瘦	搭配;外穿;显瘦	2;1;0	超级显瘦的一款小脚裤,适合秋天冬天外穿,mm必备。一条绝世好搭配的一款哦~《欧范小姐》:时尚编辑connie
898	正品欧美羽绒服女中长款加厚修身连帽奢华大毛领冬装外套绒毛丝防水	绒毛;丝;防水	0;1;2	帽子的内部全是绒毛,冬天戴起来十分温暖。而且在领子与毛子处又做出了区别,层次感立现。这件衣服最大的亮点就在于袖子上的晶莹标志,增添了一丝轻奢的优雅感觉,而且很防水哦。
899	纳纹冬女装韩版修身显瘦中长款羽绒服结构毛呢拼贴	结构;毛呢;拼贴	1;0;2	沉稳的色彩,舒适的毛呢面料,温暖着衣者的身心,尤其前身那如翎翅般的结构上,拼贴着自由写意的纹样,绽放着衣者独特的魅力。设计手法优雅大气,新颖
900	汤米诺甜美马卡龙千鸟格中长款茧型呢大衣纹路修身搭配显瘦	纹路;修身;搭配;显瘦	0;1;3;2	这款大衣是甜美风格的,甜美又时尚,千鸟格的纹路,经典又大气,修身又显瘦,无论是搭配针织衫还是短裙都很俏皮美丽。
901	水上音乐新款亮片女式圆领套头加绒加厚无帽卫衣女秋冬中长款单件大牌当季剪裁	大牌;当季;剪裁	1;2;0	忙碌的都市女性最想要的就是具备舒适感和实穿性、不受季节限制,并且足够时髦的服装,闲适优雅的奢华运动风正成为当季的主打,本款结合传统运动卫衣剪裁相融合,大牌感十足的亮片拼接,创造出有奢华质感的时尚卫衣。《欧范小姐》:时尚编辑simple
902	蜡采冬装新款运动休闲蕾丝印花拼接插肩袖百搭灰色短款外套女蕾丝原创高档小	蕾丝;原创;高档;小	2;0;1;3	在运动服不断来袭的当下,一款以高档蕾丝复合面料打造的另类运动时尚,创新个性,打破以往单调的运动风,成为另类的时尚风潮。《潮牌》原创小编:song
903	【新年购】欧根纱印花长袖短外套宽松百搭棒球服女版型印花透明欧根纱	版型;印花;透明;欧根纱	2;3;1;0	微透明的欧根纱面料与浓郁色彩的印花交相辉映,演绎别样的潮流和风格,版型简约而不失精致大方。
904	商场同款职业小西装撞色拼接一粒扣西装领女装外套米色系下摆长袖	米色系;下摆;长袖	0;2;1	柔和的米色系,个性的一粒扣,衬托出女性优雅的气质。西装领,简洁的长袖,尽显干练的意味。层次感拼接下摆,打破沉闷,更添都市摩登风范。
905	瑞可儿欧美千鸟格高腰裙秋冬新款a字裙半身裙毛呢短裙伞裙子女显身材搭配中高腰	显身材;搭配;中高腰	2;1;0	做工极好的一款千鸟格半身裙,中高腰的设计,可以搭配短小的毛衣,很显身材。《欧范小姐》:时尚编辑connie
906	花笙记民族复古中国风真丝降魔单衣刺绣双面穿男棒球机车中式夹克双层超厚蚕丝护身	双层;超厚;蚕丝;护身	0;2;1;3	双层百分百蚕丝,超厚重真材实料,用足心思,满载诚意,精工刺绣,栩栩如生,吉祥瑞兽,自此护身,净心降魔,自我提升。华贵与潮流的终极握手,传统与现代的穿越碰撞。
907	白夜秋冬新品奢华时尚大狐狸毛领格子斗篷式披肩外套大衣女魔力剪裁廓型	魔力;剪裁;廓型	0;2;1	时髦斗篷充满魔力女王范,深受街拍红人们捧爱,略显夸张的廓型剪裁,既俏皮又霸气,令都市女郎风情无限,自信满溢,穿着美轮美奂。
908	【】彩色亮片t恤垂坠感圆领印花数码	垂坠感;圆领;印花;数码	3;2;0;1	数码印花让你成为人群中的视觉焦点。舒适面料,垂坠感良好,塑造出低调的时尚感。圆领设计,凸显你的锁骨之美。是你在夏天很好的选择。
909	卡汶秋冬欧美大牌披挂不规则中长款千鸟格子羊毛大衣外套女原创曲线搭配小	原创;曲线;搭配;小	2;1;0;3	欧美风,随性、简单,更偏向于街头类型的简约潮范儿,它随性的同时,讲究色彩的搭配,更具有国际范儿,这款宽松大衣不过分强调身体的包裹和曲线,随性不羁,又带着遵从自由的贵族气质。《潮牌》原创小编:song
910	阔色秋冬新款韩版女装休闲宽松多色麻花套头上衣针织衫毛衣白美腻搭配	白;美腻;搭配	2;0;1	清新时尚,展现休闲时尚的无拘束感~内里随便搭配一款白衬衫,就很美腻!本内容来自《巴黎购》站点--编辑部:ann
911	阔色秋冬新款韩版女装竖条纹可拆娃娃领套头上衣针织衫毛衣娃娃领印花可拆新款	娃娃领;印花;可拆;新款	3;1;2;0	秋季新款,印花拼接,可拆娃娃领,时尚百搭。本内容来自《巴黎购》站点--编辑部:cindy
912	原创设计沙滩男士棉麻蝙蝠t恤长袖宽松v领休闲纯色亚麻上衣男装潮还原剪裁大自然	还原;剪裁;大自然	0;2;1	还原与大自然的自由,带来轻盈的穿着感受与肌肤触感,简约而不落俗套的剪裁,让每一种体型都能轻松驾驭。
913	英版正品双面夹克两面可穿夹棉棉服搭配双面穿飞鹰	搭配;双面穿;飞鹰	2;1;0	来自英国的街头品牌boylondon以其标志性的飞鹰logo在街头拥有独特的地位,此次更是以双面穿为设计基调,一面是繁复的满版飞鹰logo,一面主打简洁装饰效果,从而塑造出不同的搭配风格。
914	高领保暖宽松大码显瘦中长款羽绒服冬装新款欧美女装白鸭绒搭配茧型黑色	搭配;茧型;黑色	1;2;0	时尚的茧型外套款式,领口拼接黑色的围脖装饰,再搭配那俏丽的色彩,这个沉闷的冬季瞬间充满了亮丽的色彩,心情也变得非常好
915	秋冬新款欧式复古森女超密织柔软仿貂绒厚实宽松套头针织毛衣版型蓬松毛毛	版型;蓬松;毛毛	0;1;2	宽松的版型不挑身材,上身后无紧迫感,轻松穿出慵懒随意的感觉,蓬松的毛毛材质,让你感受暖融融的冬季时尚魅力
916	秋冬新款欧美时尚豹纹连帽麂皮正反两穿中长款修身女装外套撞色印花豹纹	撞色;印花;豹纹	2;1;0	个性的豹纹印花,丰富视觉感的同时,带出了一份街头的淡淡摩登,更显足足轻奢范,撞色的袖口拼接,打破沉闷感的同时,更显时尚中的活力感。
917	香蕉宝贝秋冬新款欧美风中长款宽松大码羊毛呢子修身大衣外套大牌版型曲线直筒	大牌;版型;曲线;直筒	1;0;3;2	h版型,欧美大牌时尚界的代表,直筒但不臃肿,让腰身的线条看起来更加自然、大气,很好修饰你窈窕曲线,这个冬天让自己清新一回。本内容来自《巴黎购》站点--编辑部:kiko11
918	皮草清仓经典机车美利奴羊皮毛一体外套中长款女飞行夹克pu材质短款搭配小脚	pu材质;短款;搭配;小脚	1;0;2;3	这款很时尚的机车外套穿着很有范儿,它短款更显帅气干练,pu材质的制作增添了很多是时髦感,它的搭配其实很简单,一条小脚的牛仔裤就能轻松搞定,这样搭让你潮流范儿十足,再配上一双简约的马丁靴,就能很好的提升气场,这样出街让你回头率飙升,赶快get起来吧。
919	秋冬季新款女装黑色修身长裙气质打底裙中长款毛呢连衣裙版型曲线剪裁	版型;曲线;剪裁	2;0;1	气质、优雅!它的剪裁秉持着较好的修饰状态,充分贴合女性的身材,精致的版型彰显女性曼妙的身材,毫无保留的展现出女性性感婀娜的窈窕曲线。
920	萨缇尼冬季时尚男装青年男士羽绒服韩版灰鸭绒无帽立领棉服外套双层立领亮面	双层;立领;亮面	0;1;2	双层立领设计款式,时尚有魅力。斜插口袋,大方利落彰显男人稳重韵味。亮面与布料的完美结合,不经意间传递绅士品味。
921	秋季潮牌外套潮男冬季防风男女装情侣休闲运动风衣针织反战金属连帽	针织;反战;金属;连帽	3;2;0;1	干净大方的连帽设计,品牌定制进口金属钮扣,精工针织反战主题徽章,优质品牌订做魔术贴。
922	美国直邮.正品男士立领抓绒外套夹克包邮修身提亮版型	修身;提亮;版型	0;1;2	这款外套是型男衣柜的必备单品。略微修身的宽松度设计能够凸显身材肌肉的线条,使得穿着者更显精神。沉稳经典的色调不仅给人以舒适的视觉体验,更很好地提亮整个外套版型,使得外套穿着上身轻松既充满活力又不失温柔气质。其精选的优质面料,则完美打造一股视觉的高级质感。
923	吃茶去原创设计品牌全棉针织开衫毛衣纯棉文艺男款v领厚款花生色织趣味纯棉纱	色织;趣味;纯棉;纱	1;2;0;3	个性的花生提花设计,增添了整体的趣味感。纯棉色织纱为材质,舒适透气性佳。精工细作,细节精美,整体上身效果好。
924	原创男个性加厚宽松装藏蓝色白鸭绒羽绒服轻薄有型白鸭绒填充	轻薄;有型;白鸭绒;填充	2;3;0;1	简洁的设计干净的色彩,赋予时尚新定义。白鸭绒填充经典又轻薄,有一种很温暖的感觉。设计别出心裁整件衣服立刻变得不一样。整体的设计帅气有型。丝毫不显累赘感。线条处理的简洁干净。秋日街头的一抹亮点。
925	白夜秋冬新品欧美复古菱形撞色几何长貂绒中长开衫外套女几何形状交织	几何;形状;交织	0;1;2	几何风情视觉盛宴不同色彩与形状的几何图形,交织出一股怀旧印象,大衣给人的印象不再一板一眼,通过交错与对比,释放艺术美感,不乏一份摩登艺术气息。
926	原创中国风男亚麻衬衫宽松立领长袖棉麻唐装外套潮大码复古民族风中式立领落肩袖	中式;立领;落肩袖	0;1;2	中式立领诠释了一个民族的风采。也传承了中华文明之精神,简洁的设计却是用心的精华。立领的黄金比例高度与精心设计的手工盘扣,独特的落肩袖设计,好看的同时也增添了舒适。
927	男士连帽卫衣欧美潮流男装拼皮套头修身外套套头抽绳金属	套头;抽绳;金属	0;1;2	套头设计,方便穿脱,时尚百搭,帽子的两侧抽绳,可松可紧,末端采用质感金属收尾,个性张扬。
928	/曼娅奴旗舰店女装欧美时尚绣花品牌轻薄羽绒服秋冬外套女丝呢纯色	丝;呢;纯色	2;0;1	此款纯色系的设计为休闲羽绒服带来一丝优雅气质小领口装饰袖子精湛的工艺刺绣点缀随意流露的高品质让这个冬天爱美的呢穿出时尚潮气质展现不一样的自己<br/>
929	迈克&科尔斯时尚经典黑色桑蚕丝印花女士长袖衬衫银泰元素印花长袖蚕丝	元素;印花;长袖;蚕丝	2;1;0;3	微凉季节不能缺少的长袖,是非常经典的衬衫款式,拥有百搭的气质,整体看起来典雅又高贵。衬衫用印花元素作为装饰,多了几分少女的俏皮之感,减少了衬衫带给人的沉闷和单调。时尚经典的款式,穿起来会很有质感,衬的人身姿挺拔,气质更加的出众。蚕丝材质,多了几分奢华。
930	阿卡冬季新款女装复古进口50%羊毛舒适提花套头圆领毛衣不紧绷圆领立体图案	不紧绷;圆领;立体;图案	1;2;3;0	简约圆领设计,修饰颈部线条,凸显优雅气质,立体的提花图案点缀,彰显卓越质感,打造视觉吸引力,宽松袖口设计,穿着舒适不紧绷。
931	【】格纹纱网袖宽松短款连衣裙女潮牌印花透明鲜艳	印花;透明;鲜艳	2;0;1	色彩鲜艳的抽象印花,个性满分,让你成为人群中的视觉焦点。透明的黑纱拼接,性感的露出手臂,优雅时尚。
932	【清仓特卖】马卡龙色名媛气质糖果色优雅羊毛呢两件套装羊毛香草绿剪裁	羊毛;香草绿;剪裁	0;2;1	羊毛质地的套装是衣橱必备款,衣摆花瓣式的剪裁散发出优雅气质,樱花粉少女气息浓厚,香草绿更是清新淡雅
